log_time,request_method,response_code,bytes_sent,source_ip
2025-12-10 14:57:20,POST,403,1333,192.168.85.11
2025-12-09 16:03:18,GET,201,1477,192.168.49.98
2025-12-10 08:46:36,GET,201,2610,192.168.253.113
2025-12-10 03:01:45,GET,400,2600,192.168.209.13
2025-12-09 18:14:39,GET,400,783,192.168.119.222
2025-12-09 21:07:24,PUT,201,929,192.168.100.64
2025-12-10 00:17:10,PUT,200,517,192.168.201.61
2025-12-09 16:37:01,POST,200,4833,192.168.55.211
2025-12-09 15:22:05,DELETE,201,212,192.168.32.133
2025-12-10 02:25:12,POST,201,4645,192.168.80.116
2025-12-10 13:20:41,GET,400,281,192.168.103.168
2025-12-10 01:35:04,PUT,200,2595,192.168.128.207
2025-12-10 01:18:44,POST,200,233,192.168.83.146
2025-12-09 22:06:26,POST,401,2388,192.168.152.111
2025-12-09 20:25:26,POST,500,322,192.168.249.186
2025-12-10 05:33:44,POST,403,1205,192.168.118.15
2025-12-10 13:59:16,DELETE,401,1088,192.168.78.220
2025-12-10 01:00:28,GET,201,587,192.168.203.45
2025-12-10 09:18:29,GET,403,3722,192.168.136.129
2025-12-10 07:00:16,PUT,200,2031,192.168.5.133
2025-12-10 07:59:45,GET,500,3654,192.168.161.175
2025-12-09 22:18:04,DELETE,200,458,192.168.101.98
2025-12-10 10:52:21,POST,400,4297,192.168.10.15
2025-12-09 18:26:45,POST,201,4872,192.168.78.207
2025-12-10 04:11:36,POST,400,1044,192.168.190.247
2025-12-09 21:59:06,PUT,403,3971,192.168.140.52
2025-12-09 17:18:54,DELETE,404,704,192.168.122.11
2025-12-09 21:43:10,POST,500,1417,192.168.209.227
2025-12-09 19:25:10,PUT,400,3758,192.168.48.229
2025-12-09 16:08:20,GET,400,3138,192.168.159.107
2025-12-09 23:01:07,DELETE,500,2122,192.168.221.128
2025-12-10 02:05:55,DELETE,404,1046,192.168.21.90
2025-12-09 17:12:16,POST,404,2759,192.168.161.60
2025-12-09 15:58:21,GET,200,2886,192.168.223.213
2025-12-10 11:54:50,DELETE,500,4412,192.168.89.202
2025-12-10 13:31:55,GET,403,4469,192.168.108.242
2025-12-10 02:21:28,GET,403,635,192.168.94.37
2025-12-09 22:12:39,GET,401,1562,192.168.199.178
2025-12-10 01:44:12,PUT,403,2860,192.168.155.197
2025-12-09 18:37:43,GET,500,1549,192.168.220.32
2025-12-10 09:17:44,POST,403,2445,192.168.179.36
2025-12-10 07:55:10,DELETE,401,250,192.168.14.76
2025-12-10 09:37:39,GET,201,4322,192.168.126.188
2025-12-10 08:02:56,GET,404,3919,192.168.251.244
2025-12-09 21:05:07,PUT,500,1033,192.168.68.244
2025-12-09 22:35:50,DELETE,200,322,192.168.179.97
2025-12-10 02:01:41,PUT,401,3354,192.168.10.155
2025-12-10 06:18:35,GET,400,286,192.168.23.138
2025-12-09 18:17:39,POST,500,2945,192.168.156.223
2025-12-10 05:00:00,PUT,401,2802,192.168.185.51
2025-12-09 19:41:13,DELETE,401,2006,192.168.252.204
2025-12-09 15:38:40,DELETE,201,331,192.168.26.87
2025-12-10 10:46:15,DELETE,404,4868,192.168.151.215
2025-12-10 11:15:40,POST,201,3082,192.168.113.240
2025-12-10 09:16:43,GET,404,2679,192.168.44.240
2025-12-10 06:56:54,POST,403,2069,192.168.102.75
2025-12-09 23:58:55,PUT,201,2385,192.168.63.148
2025-12-10 12:05:17,DELETE,401,3615,192.168.162.116
2025-12-10 05:09:03,PUT,200,4494,192.168.68.227
2025-12-10 09:01:41,PUT,200,476,192.168.121.108
2025-12-10 07:34:37,POST,201,837,192.168.43.195
2025-12-10 06:19:16,PUT,201,510,192.168.5.77
2025-12-10 00:13:19,PUT,500,471,192.168.66.64
2025-12-10 13:28:50,DELETE,201,3325,192.168.100.35
2025-12-10 14:08:20,PUT,400,2024,192.168.236.49
2025-12-09 19:09:52,POST,400,920,192.168.222.175
2025-12-10 10:29:14,DELETE,403,145,192.168.79.196
2025-12-10 03:47:05,POST,403,1145,192.168.226.180
2025-12-09 16:02:04,PUT,401,1869,192.168.225.35
2025-12-10 01:06:29,PUT,200,3357,192.168.3.33
2025-12-09 21:08:37,POST,400,2042,192.168.61.120
2025-12-09 19:33:20,DELETE,401,2166,192.168.85.36
2025-12-10 06:09:25,DELETE,403,691,192.168.82.103
2025-12-10 11:26:59,PUT,500,3521,192.168.208.115
2025-12-10 07:15:21,DELETE,401,1513,192.168.130.246
2025-12-09 20:06:25,DELETE,201,1409,192.168.10.4
2025-12-10 12:17:24,GET,200,1890,192.168.165.91
2025-12-10 05:38:29,PUT,400,4727,192.168.8.94
2025-12-10 06:42:06,POST,404,400,192.168.75.227
2025-12-10 11:27:43,PUT,201,4567,192.168.240.78
2025-12-09 20:35:38,DELETE,400,2481,192.168.244.151
2025-12-10 11:33:56,PUT,403,4392,192.168.244.76
2025-12-10 04:30:46,GET,200,4479,192.168.243.97
2025-12-09 16:42:43,GET,201,3728,192.168.76.162
2025-12-09 21:49:01,GET,401,3954,192.168.166.95
2025-12-09 23:54:38,DELETE,500,3274,192.168.190.151
2025-12-10 04:13:24,DELETE,403,4065,192.168.208.4
2025-12-10 04:22:54,POST,404,1370,192.168.140.15
2025-12-10 12:02:40,GET,400,3534,192.168.46.12
2025-12-10 05:57:10,GET,400,2838,192.168.253.172
2025-12-09 15:45:55,PUT,201,3254,192.168.115.206
2025-12-09 15:29:03,GET,404,2552,192.168.166.186
2025-12-09 21:38:48,POST,201,3381,192.168.78.147
2025-12-10 08:15:25,PUT,403,3570,192.168.215.128
2025-12-10 03:00:12,DELETE,500,2988,192.168.184.82
2025-12-09 23:40:54,GET,201,3324,192.168.231.34
2025-12-10 11:07:51,POST,500,1819,192.168.97.144
2025-12-10 10:36:48,PUT,201,4974,192.168.244.26
2025-12-10 00:31:49,PUT,200,2020,192.168.78.48
2025-12-09 18:33:45,GET,201,4902,192.168.231.44
2025-12-10 07:24:24,GET,400,800,192.168.218.69
2025-12-10 11:17:54,POST,403,3206,192.168.173.169
2025-12-10 01:51:25,DELETE,404,3705,192.168.193.50
2025-12-09 18:03:10,GET,200,1093,192.168.60.214
2025-12-10 07:01:51,GET,403,539,192.168.77.200
2025-12-10 02:37:33,PUT,201,2504,192.168.184.242
2025-12-10 10:33:19,GET,200,3903,192.168.170.57
2025-12-10 12:09:10,POST,400,1245,192.168.68.185
2025-12-09 21:29:48,PUT,400,2370,192.168.204.58
2025-12-09 23:51:08,POST,403,1362,192.168.222.149
2025-12-10 02:26:29,DELETE,404,2942,192.168.1.94
2025-12-10 02:01:31,DELETE,404,420,192.168.109.13
2025-12-10 10:29:22,GET,401,2140,192.168.179.232
2025-12-09 22:47:44,PUT,400,2307,192.168.30.103
2025-12-09 18:21:02,GET,200,1617,192.168.35.162
2025-12-10 04:24:33,POST,404,3995,192.168.149.89
2025-12-09 20:04:07,POST,403,4127,192.168.46.196
2025-12-10 11:17:43,DELETE,404,4057,192.168.222.207
2025-12-09 18:23:02,PUT,401,2661,192.168.54.176
2025-12-10 13:40:07,GET,401,3283,192.168.69.113
2025-12-09 21:00:08,PUT,403,1101,192.168.91.81
2025-12-10 09:21:58,PUT,400,1769,192.168.167.133
2025-12-10 02:46:27,DELETE,500,4117,192.168.19.27
2025-12-09 19:28:06,PUT,201,4808,192.168.137.59
2025-12-09 21:07:27,POST,403,938,192.168.34.211
2025-12-10 13:01:14,POST,401,4182,192.168.159.18
2025-12-10 13:38:36,DELETE,403,4457,192.168.21.80
2025-12-10 09:46:57,PUT,500,4310,192.168.250.164
2025-12-10 04:50:58,DELETE,401,4144,192.168.89.158
2025-12-10 14:14:17,DELETE,201,494,192.168.136.237
2025-12-10 07:55:49,DELETE,500,2263,192.168.38.140
2025-12-10 14:55:36,GET,201,4440,192.168.234.177
2025-12-10 11:50:28,GET,200,4967,192.168.150.177
2025-12-09 15:22:30,GET,201,826,192.168.157.103
2025-12-09 15:46:05,PUT,401,3227,192.168.173.138
2025-12-09 21:54:08,GET,401,850,192.168.164.169
2025-12-09 16:22:48,POST,401,1436,192.168.120.217
2025-12-10 09:51:33,DELETE,404,318,192.168.137.184
2025-12-10 12:47:40,DELETE,403,3917,192.168.97.90
2025-12-10 14:51:58,POST,400,3254,192.168.79.143
2025-12-10 11:03:07,DELETE,400,150,192.168.20.131
2025-12-10 01:54:19,GET,400,1532,192.168.235.139
2025-12-09 15:46:32,PUT,404,938,192.168.248.124
2025-12-10 02:28:56,POST,200,1873,192.168.186.213
2025-12-09 17:04:09,POST,400,3248,192.168.176.50
2025-12-09 15:33:08,PUT,201,3342,192.168.103.181
2025-12-09 21:13:19,DELETE,404,4234,192.168.163.7
2025-12-10 06:25:31,POST,400,2739,192.168.53.250
2025-12-09 20:27:41,DELETE,403,3887,192.168.40.168
2025-12-09 15:54:25,DELETE,201,1838,192.168.229.163
2025-12-10 08:04:38,DELETE,400,3425,192.168.112.128
2025-12-09 16:15:18,DELETE,200,4340,192.168.200.83
2025-12-10 01:17:13,PUT,200,2799,192.168.135.36
2025-12-09 23:01:35,GET,500,4949,192.168.229.177
2025-12-10 03:44:12,POST,401,846,192.168.139.167
2025-12-10 11:45:15,PUT,401,4481,192.168.177.200
2025-12-09 20:25:40,GET,404,3393,192.168.222.187
2025-12-09 16:18:28,GET,404,4035,192.168.205.209
2025-12-09 19:29:00,DELETE,200,797,192.168.190.80
2025-12-09 23:09:34,GET,404,4840,192.168.17.167
2025-12-09 22:01:30,DELETE,200,1525,192.168.49.121
2025-12-10 04:23:09,POST,500,3168,192.168.46.171
2025-12-10 07:23:13,DELETE,200,547,192.168.19.243
2025-12-10 03:10:30,POST,200,620,192.168.152.97
2025-12-09 19:43:10,POST,400,1168,192.168.115.155
2025-12-10 12:26:13,DELETE,400,2603,192.168.242.127
2025-12-10 02:46:29,POST,400,3229,192.168.62.198
2025-12-09 23:39:53,POST,401,2134,192.168.116.26
2025-12-10 01:17:52,PUT,200,1377,192.168.143.113
2025-12-09 23:43:01,PUT,403,4463,192.168.17.239
2025-12-09 18:01:04,PUT,401,4974,192.168.110.133
2025-12-10 11:00:59,POST,500,4298,192.168.226.113
2025-12-10 05:10:03,DELETE,200,3717,192.168.23.148
2025-12-09 20:03:43,POST,401,4728,192.168.96.183
2025-12-09 18:14:40,GET,401,540,192.168.127.17
2025-12-09 16:22:23,GET,500,2820,192.168.110.110
2025-12-09 20:11:56,GET,400,1403,192.168.216.243
2025-12-10 02:35:19,DELETE,400,2031,192.168.220.215
2025-12-10 01:52:27,POST,201,4825,192.168.226.130
2025-12-09 19:36:35,POST,401,1750,192.168.182.99
2025-12-10 11:03:28,GET,404,1931,192.168.71.80
2025-12-09 15:21:22,PUT,400,3605,192.168.106.118
2025-12-09 20:23:53,PUT,404,3421,192.168.58.238
2025-12-10 00:08:00,POST,404,4312,192.168.156.231
2025-12-09 18:37:38,POST,200,3464,192.168.61.191
2025-12-10 11:03:26,PUT,404,408,192.168.196.26
2025-12-10 09:09:48,POST,400,631,192.168.75.206
2025-12-10 01:48:14,DELETE,401,1437,192.168.114.33
2025-12-10 14:49:28,POST,403,4210,192.168.227.167
2025-12-10 07:28:08,DELETE,401,771,192.168.205.234
2025-12-10 01:58:50,POST,401,720,192.168.22.71
2025-12-10 07:26:11,POST,200,2388,192.168.86.60
2025-12-10 14:18:06,PUT,400,4750,192.168.209.185
2025-12-10 12:34:09,POST,201,1397,192.168.195.75
2025-12-10 07:41:32,PUT,401,761,192.168.185.248
2025-12-10 05:44:46,DELETE,500,854,192.168.108.40
2025-12-10 00:22:40,POST,404,4631,192.168.20.21
2025-12-09 16:23:34,POST,404,3559,192.168.92.210
2025-12-09 21:36:13,DELETE,500,780,192.168.126.220
2025-12-10 03:08:44,PUT,500,2590,192.168.50.238
2025-12-10 04:05:16,DELETE,200,804,192.168.139.196
2025-12-10 07:39:03,POST,201,3244,192.168.163.248
2025-12-09 15:46:46,POST,500,3803,192.168.141.34
2025-12-09 18:32:13,GET,400,2525,192.168.147.187
2025-12-09 23:40:49,PUT,400,4517,192.168.87.82
2025-12-10 12:12:49,POST,404,1544,192.168.73.35
2025-12-09 21:46:40,PUT,201,3893,192.168.142.218
2025-12-10 07:25:22,PUT,401,2090,192.168.39.139
2025-12-10 09:32:00,PUT,404,4504,192.168.44.141
2025-12-09 16:56:03,GET,200,1402,192.168.85.202
2025-12-09 17:36:18,DELETE,401,3237,192.168.225.52
2025-12-10 03:08:53,DELETE,403,4268,192.168.56.24
2025-12-10 01:33:43,PUT,401,2507,192.168.26.167
2025-12-09 19:28:21,GET,401,4145,192.168.78.226
2025-12-09 22:37:32,GET,401,1831,192.168.151.217
2025-12-09 17:30:15,DELETE,500,2783,192.168.16.57
2025-12-09 23:39:12,PUT,201,4738,192.168.32.74
2025-12-10 11:06:32,DELETE,500,3294,192.168.71.50
2025-12-09 17:06:40,DELETE,200,2992,192.168.108.47
2025-12-10 10:55:23,GET,401,3349,192.168.75.227
2025-12-10 12:56:09,PUT,403,3147,192.168.98.105
2025-12-09 19:13:17,POST,403,1172,192.168.254.35
2025-12-10 10:13:26,POST,400,2724,192.168.117.70
2025-12-10 11:29:34,GET,400,3756,192.168.80.204
2025-12-10 02:25:14,PUT,401,1711,192.168.236.208
2025-12-09 23:08:18,DELETE,401,4708,192.168.242.117
2025-12-10 07:48:49,PUT,201,1168,192.168.48.250
2025-12-10 08:50:44,POST,201,3395,192.168.26.189
2025-12-09 15:48:22,GET,500,2887,192.168.229.103
2025-12-09 17:46:51,POST,200,971,192.168.168.50
2025-12-09 16:01:21,DELETE,201,2522,192.168.100.83
2025-12-10 14:22:23,GET,403,4743,192.168.47.27
2025-12-10 08:14:31,PUT,404,3193,192.168.17.215
2025-12-09 17:53:17,DELETE,403,3459,192.168.43.182
2025-12-10 00:10:30,DELETE,400,4445,192.168.167.6
2025-12-10 07:49:03,DELETE,401,3777,192.168.169.157
2025-12-09 20:43:16,POST,200,4843,192.168.12.183
2025-12-10 04:32:09,GET,401,1672,192.168.94.62
2025-12-10 13:48:37,PUT,400,4112,192.168.175.50
2025-12-10 08:25:23,POST,400,2330,192.168.7.234
2025-12-10 10:27:05,DELETE,400,4682,192.168.192.227
2025-12-10 08:33:21,POST,403,512,192.168.104.224
2025-12-10 14:42:11,DELETE,404,4419,192.168.65.142
2025-12-10 13:08:55,GET,403,1579,192.168.80.27
2025-12-09 22:46:03,GET,400,3755,192.168.209.109
2025-12-10 14:27:33,DELETE,500,1747,192.168.161.205
2025-12-10 12:54:33,GET,404,3142,192.168.112.254
2025-12-09 20:54:57,GET,404,970,192.168.92.32
2025-12-09 19:09:22,DELETE,200,2194,192.168.28.25
2025-12-09 16:45:20,GET,500,3415,192.168.93.192
2025-12-09 18:21:07,GET,400,2916,192.168.111.98
2025-12-09 20:28:12,POST,201,990,192.168.149.245
2025-12-10 01:41:27,PUT,404,4382,192.168.160.177
2025-12-10 03:24:43,DELETE,401,949,192.168.143.50
2025-12-09 18:05:44,DELETE,500,3967,192.168.197.201
2025-12-10 08:59:48,PUT,200,2050,192.168.213.138
2025-12-10 10:35:00,GET,401,4613,192.168.25.133
2025-12-10 02:09:34,DELETE,200,3305,192.168.214.204
2025-12-10 04:58:13,POST,401,3119,192.168.223.53
2025-12-09 17:49:48,DELETE,400,2456,192.168.204.149
2025-12-10 07:21:43,DELETE,403,983,192.168.20.40
2025-12-09 19:41:34,POST,201,3132,192.168.154.25
2025-12-10 08:05:15,PUT,401,1425,192.168.35.232
2025-12-10 13:58:20,DELETE,200,2511,192.168.37.85
2025-12-09 19:41:37,GET,500,3851,192.168.25.8
2025-12-10 03:09:12,PUT,200,2354,192.168.58.112
2025-12-10 00:25:56,GET,404,4465,192.168.239.251
2025-12-10 12:13:54,PUT,500,3119,192.168.168.180
2025-12-10 07:57:40,DELETE,403,1537,192.168.25.12
2025-12-10 01:02:43,PUT,500,2550,192.168.63.33
2025-12-10 05:13:55,PUT,401,314,192.168.64.48
2025-12-09 19:49:40,POST,404,4047,192.168.214.108
2025-12-10 09:26:05,DELETE,404,1751,192.168.231.198
2025-12-09 19:14:51,PUT,404,3035,192.168.17.142
2025-12-10 00:00:44,POST,404,1980,192.168.223.170
2025-12-10 12:22:04,PUT,404,3816,192.168.223.133
2025-12-10 03:34:51,DELETE,404,363,192.168.24.158
2025-12-10 04:26:56,PUT,401,4461,192.168.200.79
2025-12-09 18:39:28,POST,401,3156,192.168.240.79
2025-12-09 20:11:37,PUT,201,4734,192.168.28.181
2025-12-10 09:14:09,POST,200,1685,192.168.126.229
2025-12-10 08:01:03,POST,500,3167,192.168.227.109
2025-12-09 21:53:01,DELETE,500,278,192.168.117.224
2025-12-10 04:31:42,POST,200,1899,192.168.227.238
2025-12-09 21:35:20,PUT,400,2097,192.168.232.62
2025-12-10 03:53:17,POST,404,3329,192.168.76.38
2025-12-10 11:58:58,PUT,404,1893,192.168.62.96
2025-12-09 15:41:39,DELETE,500,4732,192.168.163.86
2025-12-10 12:11:07,PUT,401,3247,192.168.245.4
2025-12-10 06:53:58,DELETE,201,810,192.168.156.120
2025-12-09 18:29:38,POST,403,1607,192.168.189.12
2025-12-10 12:13:47,POST,500,1470,192.168.21.3
2025-12-10 12:12:22,GET,400,3084,192.168.113.198
2025-12-09 19:23:03,GET,200,3638,192.168.74.207
2025-12-10 14:21:17,DELETE,200,2516,192.168.86.232
2025-12-10 08:21:43,PUT,201,600,192.168.248.135
2025-12-10 04:18:31,GET,201,3314,192.168.100.42
2025-12-09 20:34:00,PUT,201,3094,192.168.233.44
2025-12-10 12:05:46,POST,401,4211,192.168.78.160
2025-12-09 22:53:24,DELETE,403,4368,192.168.105.146
2025-12-10 03:51:36,POST,400,2569,192.168.149.209
2025-12-10 15:04:55,PUT,201,1021,192.168.199.181
2025-12-10 11:49:51,POST,401,1318,192.168.173.17
2025-12-09 20:12:14,POST,500,2731,192.168.171.96
2025-12-10 05:32:09,POST,403,2780,192.168.91.143
2025-12-09 16:49:47,GET,400,2652,192.168.109.107
2025-12-10 00:16:05,DELETE,401,3921,192.168.97.52
2025-12-10 02:16:53,GET,403,3655,192.168.36.15
2025-12-09 18:53:34,PUT,403,2261,192.168.14.67
2025-12-09 19:16:53,POST,404,504,192.168.214.70
2025-12-09 16:37:36,GET,200,4202,192.168.148.2
2025-12-10 06:34:03,GET,401,1907,192.168.139.37
2025-12-10 09:18:14,POST,201,931,192.168.159.225
2025-12-10 01:09:15,DELETE,201,387,192.168.219.180
2025-12-09 15:43:29,DELETE,403,301,192.168.93.212
2025-12-10 01:46:18,GET,403,3116,192.168.107.23
2025-12-09 17:05:16,POST,401,4092,192.168.73.224
2025-12-09 16:29:59,POST,400,4512,192.168.49.193
2025-12-10 07:18:56,PUT,201,1630,192.168.148.79
2025-12-09 20:45:32,DELETE,201,2113,192.168.191.174
2025-12-09 22:25:38,POST,500,372,192.168.217.165
2025-12-09 19:50:42,GET,201,780,192.168.174.43
2025-12-09 22:09:46,GET,401,4774,192.168.164.63
2025-12-10 04:53:17,DELETE,404,865,192.168.178.69
2025-12-09 22:13:50,POST,401,1487,192.168.105.238
2025-12-09 19:05:28,GET,201,2616,192.168.86.255
2025-12-10 07:22:39,GET,404,2672,192.168.74.64
2025-12-09 17:39:34,POST,403,1597,192.168.59.167
2025-12-10 04:28:27,POST,500,3299,192.168.144.65
2025-12-10 03:41:56,PUT,201,532,192.168.14.247
2025-12-10 04:55:21,DELETE,500,2658,192.168.19.19
2025-12-10 03:01:45,PUT,403,925,192.168.147.10
2025-12-10 01:47:01,DELETE,500,4672,192.168.176.67
2025-12-10 13:26:58,GET,400,3431,192.168.115.184
2025-12-10 01:26:38,POST,401,174,192.168.9.193
2025-12-10 03:03:40,PUT,403,1099,192.168.215.177
2025-12-10 02:17:36,DELETE,403,1888,192.168.181.133
2025-12-09 20:08:21,PUT,404,1357,192.168.46.235
2025-12-10 06:34:53,GET,500,787,192.168.233.167
2025-12-10 14:16:21,PUT,500,1850,192.168.184.217
2025-12-09 15:05:15,GET,400,385,192.168.145.159
2025-12-10 07:18:31,PUT,403,3994,192.168.132.185
2025-12-10 03:25:59,GET,404,3232,192.168.224.141
2025-12-10 09:13:15,POST,401,1270,192.168.22.236
2025-12-09 17:37:20,GET,401,3050,192.168.215.99
